id,observed_on_string,observed_on,time_observed_at,time_zone,user_id,user_login,user_name,created_at,updated_at,quality_grade,license,url,image_url,sound_url,tag_list,description,num_identification_agreements,num_identification_disagreements,captive_cultivated,oauth_application_id,place_guess,latitude,longitude,positional_accuracy,private_place_guess,private_latitude,private_longitude,public_positional_accuracy,geoprivacy,taxon_geoprivacy,coordinates_obscured,positioning_method,positioning_device,species_guess,scientific_name,common_name,iconic_taxon_name,taxon_id
1147870,2014-12-13,2014-12-13,,Auckland,58950,gigacat,Gavin Kingsley,2014-12-27 17:36:09 UTC,2024-07-30 01:33:57 UTC,research,CC-BY-NC,http://naturewatch.org.nz/observations/1147870,,https://static.inaturalist.org/sounds/2074.m4a?1502826958,"",Heard at least two Morepork calling in the night. They seemed to be responding to each others calls.,2,0,false,,Ashley Gorge Holiday Park,-43.228542,172.226825,,,,,,,open,false,,,Morepork,Ninox novaeseelandiae novaeseelandiae,Ruru (Morepork),Aves,413503
1299600,2013-01-13,2013-01-13,,Auckland,6690,sandboa,Chris Harrison,2015-03-17 22:33:07 UTC,2024-09-23 16:19:19 UTC,research,CC-BY,http://www.inaturalist.org/observations/1299600,,https://static.inaturalist.org/sounds/28396.mp3?1545092093,"","These two Moreporks were sitting in a tree in a residential front yard. They were making this continual ""pork, pork, pork"" sound interspersed with a the nasal ""meeuw"" sound.",1,0,false,,"Sandspit, Warkworth, New Zealand",-36.400318,174.733021,106,,,,106,,open,false,,,Morepork,Ninox novaeseelandiae novaeseelandiae,Ruru (Morepork),Aves,413503
1754601,2015-07-02,2015-07-02,,Wellington,44579,angelasimpson,Angela Simpson,2015-07-14 06:39:43 UTC,2024-08-11 03:38:10 UTC,research,,http://naturewatch.org.nz/observations/1754601,,https://static.inaturalist.org/sounds/3710.wav?1502845062,"morepork, tamahere",sound recording of a morepork at Tamahere Reserve at night. Two birds were heard over the night.,3,0,false,,tamahere,-37.827175,175.362107,52,,,,52,,open,false,,,Morepork,Ninox novaeseelandiae novaeseelandiae,Ruru (Morepork),Aves,413503
2004836,2015-09-27 7:03pm,2015-09-27,2015-09-27 06:03:00 UTC,Auckland,59232,joe__judd,Joe Judd,2015-09-27 11:35:53 UTC,2024-10-25 14:28:31 UTC,research,,http://www.inaturalist.org/observations/2004836,,https://static.inaturalist.org/sounds/4048.mp3?1502855095,"","Morepork - Ruru Distress call. Anderson Track, Ark in the Park, Waitakere Ranges.",1,0,false,,waitakere ranges,-36.888207,174.543571,,,,,,,open,false,,,Morepork,Ninox novaeseelandiae novaeseelandiae,Ruru (Morepork),Aves,413503
4948756,2017-01-16T00:48:05+13:00,2017-01-16,2017-01-15 11:48:05 UTC,Auckland,34560,craigwilson10,craig wilson,2017-01-15 11:50:37 UTC,2024-08-09 08:58:06 UTC,research,CC-BY-NC-SA,https://www.inaturalist.org/observations/4948756,,https://static.inaturalist.org/sounds/9270.mp3?1502908352,"",Two Morepork - Ruru - in the distance.  (Ninox novaeseelandiae),2,0,false,,"Waitati, Dunedin, New Zealand",-45.746755,170.569116,1403,,,,1403,,open,false,,manual,Morepork,Ninox novaeseelandiae novaeseelandiae,Ruru (Morepork),Aves,413503
5053264,2017-02-03,2017-02-03,,Auckland,34560,craigwilson10,craig wilson,2017-02-04 22:24:36 UTC,2024-08-09 07:18:58 UTC,research,CC-BY-NC-SA,https://www.inaturalist.org/observations/5053264,,https://static.inaturalist.org/sounds/9504.mp3?1502909568,"","",1,0,false,,"Waitati, Dunedin, New Zealand",-45.760649,170.575296,867,,,,867,,open,false,,manual,Morepork,Ninox novaeseelandiae novaeseelandiae,Ruru (Morepork),Aves,413503
6378396,2015/03/22 2:32 PM NZDT,2015-03-22,2015-03-22 01:32:00 UTC,Wellington,135242,pgtips91,Paul Taylor,2017-05-27 09:40:26 UTC,2024-10-26 12:49:15 UTC,research,CC-BY-NC,http://naturewatch.org.nz/observations/6378396,https://inaturalist-open-data.s3.amazonaws.com/photos/8050575/medium.jpeg,https://static.inaturalist.org/sounds/12454.mp3?1502936337,"","Morepork, disturbed by house cat from its sleep in the daytime, watches from a nearby tree to which it flew when disturbed.
",2,0,false,,"Rodney, NZ-AU, NZ",-36.6512787,174.4993633,10,,,,10,,open,false,,,Morepork,Ninox novaeseelandiae novaeseelandiae,Ruru (Morepork),Aves,413503
6491468,2017-06-04T20:42:21+12:00,2017-06-04,2017-06-04 08:42:21 UTC,Wellington,496738,ayamccabre,Aya,2017-06-04 08:46:00 UTC,2024-08-05 19:44:56 UTC,research,CC-BY-NC-SA,https://www.inaturalist.org/observations/6491468,,,"","Recorded ""sighting"" of a Morepork",1,0,false,,"Wellington, NZ-WG, NZ",-41.289584,174.754259,15,,,,15,,open,false,,manual,Morepork,Ninox novaeseelandiae novaeseelandiae,Ruru (Morepork),Aves,413503
6715536,2017-06-19T22:49:56+12:00,2017-06-19,2017-06-19 10:49:56 UTC,Wellington,496738,ayamccabre,Aya,2017-06-19 10:52:02 UTC,2024-07-29 14:47:30 UTC,research,CC-BY-NC-SA,http://naturewatch.org.nz/observations/6715536,,,"",Two morepork calling back and forth,2,0,false,,New Zealand,-41.28935,174.754216,1036653,,,,1036653,,open,false,,manual,Morepork,Ninox novaeseelandiae novaeseelandiae,Ruru (Morepork),Aves,413503
6807997,2017/05/27 11:25 PM NZST,2017-05-27,2017-05-27 11:25:00 UTC,Wellington,135242,pgtips91,Paul Taylor,2017-06-26 14:34:44 UTC,2024-08-10 17:29:42 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/6807997,https://inaturalist-open-data.s3.amazonaws.com/photos/8662619/medium.jpeg,https://static.inaturalist.org/sounds/13345.mp3?1502942583,"","Bird-calls in the middle of the night. I think they are Morepork calls but differ from the usual pattern of intermittent calls echoed back by the mate, these are almost continuous calls with responses.",1,0,false,,"Helensville, New Zealand",-36.6519155,174.4995725,30,,,,30,,open,false,,,Morepork,Ninox novaeseelandiae novaeseelandiae,Ruru (Morepork),Aves,413503
6994673,2017:07:08 02:24:25,2017-07-08,2017-07-07 14:24:25 UTC,Wellington,135242,pgtips91,Paul Taylor,2017-07-10 10:50:11 UTC,2024-10-28 16:11:56 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/6994673,https://inaturalist-open-data.s3.amazonaws.com/photos/8956817/medium.jpeg,https://static.inaturalist.org/sounds/14183.mp3?1502951221,"","A pair of Morepork calling to each other as they hunt in the night.
A nearer bird can be heard calling, answered with a more distant response.

This is the normal pattern of calls that I have heard over the years, always at night, usually in complete darkness.

The photograph is one taken on the occasion when I actually saw one by day; the calls were recorded as indicated.",2,0,false,,"-36.6516957, 174.4993687",-36.651696,174.499369,,,,,,,open,false,,"",Morepork,Ninox novaeseelandiae novaeseelandiae,Ruru (Morepork),Aves,413503
7735642,2015/04/17 11:48 PM +1200,2015-04-17,2015-04-17 11:48:00 UTC,Auckland,16490,tony_wills,Tony Wills,2017-09-01 07:16:33 UTC,2024-07-22 11:18:18 UTC,research,CC-BY,https://www.inaturalist.org/observations/7735642,,https://static.inaturalist.org/sounds/15251.wav?1504250151,"",,1,0,false,,"Karori, Wellington 6012, New Zealand",-41.2888455689,174.7523725032,31,,,,31,,open,false,,,Morepork,Ninox novaeseelandiae novaeseelandiae,Ruru (Morepork),Aves,413503
7746972,2015/01/12 12:16 AM +1300,2015-01-12,2015-01-11 11:16:00 UTC,Nuku'alofa,16490,tony_wills,Tony Wills,2017-09-02 07:49:54 UTC,2024-08-04 12:54:48 UTC,research,CC-BY,https://www.inaturalist.org/observations/7746972,,https://static.inaturalist.org/sounds/15262.wav?1504338458,"",Morepork calling and distant reply.,1,0,false,,"Karori, Wellington 6012, New Zealand",-41.2953595953,174.7447362542,43,,,,43,,open,false,,,Morepork,Ninox novaeseelandiae novaeseelandiae,Ruru (Morepork),Aves,413503
7761096,2013/09/17 11:25 PM +1200,2013-09-17,2013-09-17 11:25:00 UTC,Auckland,16490,tony_wills,Tony Wills,2017-09-03 11:16:48 UTC,2024-08-10 18:15:57 UTC,research,CC-BY,https://www.inaturalist.org/observations/7761096,https://inaturalist-open-data.s3.amazonaws.com/photos/10193335/medium.png,https://static.inaturalist.org/sounds/15283.wav?1504437258,"","Morepork ""hunting""' call interspersed with little spotted kiwi calling, followed by morepork territory call.",1,0,false,,"Karori, Wellington 6012, New Zealand",-41.2960460329,174.7450089446,61,,,,61,,open,false,,,Morepork,Ninox novaeseelandiae novaeseelandiae,Ruru (Morepork),Aves,413503
7800810,2013/09/30 00:50 AM +1300,2013-09-30,2013-09-29 11:50:00 UTC,Nuku'alofa,16490,tony_wills,Tony Wills,2017-09-05 23:54:59 UTC,2024-10-26 12:44:44 UTC,research,CC-BY,https://www.inaturalist.org/observations/7800810,https://inaturalist-open-data.s3.amazonaws.com/photos/10257642/medium.png,https://static.inaturalist.org/sounds/15325.wav?1504655485,"",,1,0,false,,"Karori, Wellington 6012, New Zealand",-41.295890999,174.7449052333,31,,,,31,,open,false,,,Morepork,Ninox novaeseelandiae novaeseelandiae,Ruru (Morepork),Aves,413503
7986515,2017/05/14 18:41 PM +1200,2017-05-14,2017-05-14 06:41:00 UTC,Auckland,16490,tony_wills,Tony Wills,2017-09-18 23:37:43 UTC,2024-08-11 04:33:36 UTC,research,CC-BY,https://www.inaturalist.org/observations/7986515,https://inaturalist-open-data.s3.amazonaws.com/photos/10561595/medium.png,https://static.inaturalist.org/sounds/15520.mp3?1505778017,"",,1,0,false,,"Karori, Wellington 6012, New Zealand",-41.2837551,174.7408745,2467,,,,2467,,open,false,,,Morepork,Ninox novaeseelandiae novaeseelandiae,Ruru (Morepork),Aves,413503
8007515,2017/03/28 23:42 PM +1300,2017-03-28,2017-03-28 10:42:00 UTC,Nuku'alofa,16490,tony_wills,Tony Wills,2017-09-20 09:56:44 UTC,2024-08-08 17:08:25 UTC,research,CC-BY,https://www.inaturalist.org/observations/8007515,https://inaturalist-open-data.s3.amazonaws.com/photos/10596229/medium.png,https://static.inaturalist.org/sounds/15536.wav?1505901300,"",,1,0,false,,"Karori, Wellington 6012, New Zealand",-41.2956491776,174.745055437,92,,,,92,,open,false,,,Morepork,Ninox novaeseelandiae novaeseelandiae,Ruru (Morepork),Aves,413503
8597505,2017/10/28 23:23 PM +1300,2017-10-28,2017-10-28 10:23:00 UTC,Nuku'alofa,16490,tony_wills,Tony Wills,2017-10-29 06:03:24 UTC,2024-07-31 15:19:20 UTC,research,CC-BY,https://www.inaturalist.org/observations/8597505,,https://static.inaturalist.org/sounds/16061.wav?1509256762,"","One calling with another calling in the distance, but not synchonised (not apparently replying to each other).  Then the second one stops, the first one also pauses (perhaps listening for its rival?), then resumes calling by itself.",1,0,false,,"Karori, Wellington 6012, New Zealand",-41.2837551,174.7408745,1500,,,,1500,,open,false,,,Morepork,Ninox novaeseelandiae novaeseelandiae,Ruru (Morepork),Aves,413503
8996319,2017/11/30 2:25 AM NZDT,2017-11-30,2017-11-29 13:25:00 UTC,Wellington,135242,pgtips91,Paul Taylor,2017-11-30 13:34:42 UTC,2024-08-05 18:24:11 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/8996319,,https://static.inaturalist.org/sounds/16527.mp3?1512048672,"",Morepork calls in the early evening. These seem to be ;talking' and not the usual hunting calls.,1,0,false,,"Helensville, New Zealand",-36.6516487,174.4993955,30,,,,30,,open,false,,,Morepork,Ninox novaeseelandiae novaeseelandiae,Ruru (Morepork),Aves,413503
9122230,2017/12/11 9:42 PM NZDT,2017-12-11,2017-12-11 08:42:00 UTC,Wellington,135242,pgtips91,Paul Taylor,2017-12-11 08:48:34 UTC,2024-10-27 17:25:46 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/9122230,,https://static.inaturalist.org/sounds/16614.mp3?1512982202,"","Recording starting at 21:15:45 NZDT of two, possibly three, Morepork calling.",1,0,false,,"Helensville, New Zealand",-36.6524062,174.4997978,30,,,,30,,open,false,,,Morepork,Ninox novaeseelandiae novaeseelandiae,Ruru (Morepork),Aves,413503
9342272,2017/12/31 10:23 PM +14,2017-12-31,2017-12-31 08:23:00 UTC,Samoa,632152,noahfenwick,Noah Fenwick,2018-01-02 05:38:58 UTC,2024-08-10 05:20:18 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/9342272,,https://static.inaturalist.org/sounds/16965.mp3?1514871312,"",,1,0,false,,"Clarence 7371, New Zealand",-42.0929,173.8428,400,,,,400,,open,false,,,Morepork,Ninox novaeseelandiae novaeseelandiae,Ruru (Morepork),Aves,413503
9423725,2016-07-24T21:38:58+12:00,2016-07-24,2016-07-24 09:38:58 UTC,Auckland,165659,simonnicholas,Simon Nicholas,2018-01-09 22:05:38 UTC,2024-07-27 09:18:29 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/9423725,,https://static.inaturalist.org/sounds/17071.wav?1515535538,"","",1,0,false,,new plymouth,-39.061148,174.073192,126,,,,126,,open,false,,manual,Morepork,Ninox novaeseelandiae novaeseelandiae,Ruru (Morepork),Aves,413503
9500626,2018/01/09 1:32 AM +14,2018-01-09,2018-01-08 11:32:00 UTC,Samoa,632152,noahfenwick,Noah Fenwick,2018-01-16 22:46:18 UTC,2024-08-08 19:18:08 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/9500626,,https://static.inaturalist.org/sounds/17212.mp3?1516142726,"",,1,0,false,,"Stewart Island, New Zealand",-46.8703726588,168.1267404556,61,,,,61,,open,false,,,Morepork,Ninox novaeseelandiae novaeseelandiae,Ruru (Morepork),Aves,413503
9643193,2018-01-29 3:40,2018-01-29,2018-01-29 02:40:00 UTC,Auckland,58587,danrob,"",2018-01-28 15:19:21 UTC,2024-09-09 18:55:14 UTC,research,CC-BY,https://www.inaturalist.org/observations/9643193,,https://static.inaturalist.org/sounds/17428.wav?1517152761,"",Our regularly heard morepork  (Ruru),1,0,false,,"New Plymouth, NZ-TK, NZ",-39.056165,174.090493,6,,,,6,,open,false,,,Morepork,Ninox novaeseelandiae novaeseelandiae,Ruru (Morepork),Aves,413503
13445741,2018/06/13 22.53 PM +1200,2018-06-13,2018-06-13 10:53:00 UTC,Auckland,58314,jacqui-nz,Jacqui Geux,2018-06-15 09:34:14 UTC,2024-08-05 14:29:07 UTC,research,CC-BY,https://www.inaturalist.org/observations/13445741,,https://static.inaturalist.org/sounds/23097.wav?1529128120,"",First time I've heard a morepork at this location. No images but the video link field has a link to a short video with the morepork call. ,1,0,false,,"Mangere Bridge, Auckland, New Zealand",-36.9407430602,174.7727636292,45,,,,45,,open,false,,,Morepork,Ninox novaeseelandiae novaeseelandiae,Ruru (Morepork),Aves,413503
13971465,2018/05/17 10:54  PM +1200,2018-05-17,2018-05-17 10:54:00 UTC,Auckland,16490,tony_wills,Tony Wills,2018-07-02 04:16:40 UTC,2024-08-04 20:06:42 UTC,research,CC-BY,https://www.inaturalist.org/observations/13971465,,https://static.inaturalist.org/sounds/23790.wav?1530504911,"",,4,0,false,,"Karori, Wellington 6012, New Zealand",-41.2837551,174.7408745,1500,,,,1500,,open,false,,,Morepork,Ninox novaeseelandiae novaeseelandiae,Ruru (Morepork),Aves,413503
14507185,2018/07/13 4:54 PM +1200,2018-07-13,2018-07-13 04:54:00 UTC,Auckland,57756,john_barkla,John Barkla,2018-07-19 04:57:56 UTC,2024-07-31 20:47:54 UTC,research,CC0,https://www.inaturalist.org/observations/14507185,,https://static.inaturalist.org/sounds/24326.m4a?1531976077,"city, call, kanuka forest, nocturnal",Heard calling about 9.30 pm from Kanuka -dominated forest on edge of city. Recording is faint so you'll need to listen carefully,2,0,false,,"Halfway Bush, Dunedin, New Zealand",-45.8494741755,170.4724664256,184,,,,184,,open,false,,,Morepork,Ninox novaeseelandiae novaeseelandiae,Ruru (Morepork),Aves,413503
15603472,2018-08-17,2018-08-17,,Wellington,949896,matkf,DM,2018-08-18 03:33:33 UTC,2024-08-01 19:04:46 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/15603472,,https://static.inaturalist.org/sounds/25157.mp3?1534563213,"","",3,0,false,,ngaio,-41.246364,174.772617,,,,,,,open,false,,,Morepork,Ninox novaeseelandiae novaeseelandiae,Ruru (Morepork),Aves,413503
17092954,2018/09/29 8:42 PM +1200,2018-09-29,2018-09-29 07:42:00 UTC,Auckland,58314,jacqui-nz,Jacqui Geux,2018-10-01 07:27:22 UTC,2024-10-25 12:37:16 UTC,research,CC-BY,https://www.inaturalist.org/observations/17092954,,https://static.inaturalist.org/sounds/26231.wav?1538378748,"",,1,0,false,,"Nihotupu, Auckland 0604, New Zealand",-36.9441395863,174.6052677845,31,,,,31,,open,false,,,Morepork,Ninox novaeseelandiae novaeseelandiae,Ruru (Morepork),Aves,413503
18745901,2018/11/29 11:18 PM NZDT,2018-11-29,2018-11-29 10:18:00 UTC,Wellington,135242,pgtips91,Paul Taylor,2018-12-01 01:25:50 UTC,2024-10-28 12:36:54 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/18745901,https://inaturalist-open-data.s3.amazonaws.com/photos/28704751/medium.jpeg,https://static.inaturalist.org/sounds/27834.mp3?1543627982,"","No photo but sound recorded with video using camera. Sound recorded about 11:30 pm.

Two distinct types of call are recorded.",2,0,false,,"Helensville, New Zealand",-36.6516209,174.499434,10,,,,10,,open,false,,,Morepork,Ninox novaeseelandiae novaeseelandiae,Ruru (Morepork),Aves,413503
19408716,2019/01/04 1:29 AM NZDT,2019-01-04,2019-01-03 12:29:00 UTC,Wellington,135242,pgtips91,Paul Taylor,2019-01-04 01:05:25 UTC,2024-10-25 18:15:28 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/19408716,https://inaturalist-open-data.s3.amazonaws.com/photos/29852597/medium.jpeg,https://static.inaturalist.org/sounds/28848.mp3?1546564022,"",Morepork hunting calls at 2 am in morning.,2,0,false,,"Auckland, New Zealand",-36.6515950833,174.4991792778,30,,,,30,,open,false,,,Morepork,Ninox novaeseelandiae novaeseelandiae,Ruru (Morepork),Aves,413503
19481073,2019/01/06 7:44 PM NZDT,2019-01-06,2019-01-06 06:44:00 UTC,Wellington,1305207,dave_holland,Dave Holland,2019-01-07 01:47:53 UTC,2024-08-10 08:05:12 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/19481073,,https://static.inaturalist.org/sounds/28961.mp3?1546825566,"",The first sound  the first recording is a gun shot!  Just luck.  ,1,0,false,,"Papatowai 9586, New Zealand",-46.5610946166,169.4684418536,4,,,,4,,open,false,,,Morepork,Ninox novaeseelandiae novaeseelandiae,Ruru (Morepork),Aves,413503
20383599,2019-02-16 10:46:44 PM NZDT,2019-02-16,2019-02-16 09:46:44 UTC,Wellington,274878,kate39,Kate Jordan,2019-02-16 09:49:07 UTC,2024-08-10 14:45:56 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/20383599,,https://static.inaturalist.org/sounds/31271.m4a?1550311065,"","",1,0,false,2,New Zealand,-41.3338563524,174.8411596676,11,,,,27816,obscured,open,true,,,Morepork,Ninox novaeseelandiae novaeseelandiae,Ruru (Morepork),Aves,413503
20775685,2018/11/10 8:10 PM NZDT,2018-11-10,2018-11-10 07:10:00 UTC,Wellington,1212216,ryvesie,Joanne Ryves,2019-02-26 07:26:24 UTC,2024-07-30 18:10:01 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/20775685,,https://static.inaturalist.org/sounds/31590.mp3?1551166048,Linley Reserve,Ruru calling amid fireworks,1,0,false,,"North Shore, Hauraki, Auckland, New Zealand",-36.7929407711,174.733843361,84,,,,84,,open,false,,,Morepork,Ninox novaeseelandiae novaeseelandiae,Ruru (Morepork),Aves,413503
20848138,2019/02/26 8 PM approx NZDT,2019-02-26,2019-02-26 07:00:00 UTC,Auckland,941134,kaipatiki_naturewatch,Jenny Christianson,2019-03-01 09:46:30 UTC,2024-10-27 15:23:37 UTC,research,CC-BY,https://www.inaturalist.org/observations/20848138,,https://static.inaturalist.org/sounds/31667.m4a?1648749834,Svrh,"Quite close, calling across suburban neighbourhood, with distant answer heard intermittently (in real life if not in recording)",1,0,false,,"Seaview Rd, Glenfield, Auckland, New Zealand",-36.7903676501,174.7153057094,44,,,,44,,open,false,,"",Morepork,Ninox novaeseelandiae novaeseelandiae,Ruru (Morepork),Aves,413503
21246765,2019/02/11 9:12 PM +13,2019-02-11,2019-02-11 08:12:00 UTC,Nuku'alofa,6971,silversea_starsong,James Bailey,2019-03-15 01:45:25 UTC,2024-08-03 03:58:21 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/21246765,,https://static.inaturalist.org/sounds/32326.m4a?1552614325,"","",1,0,false,,"Waitakere, Piha 0772, New Zealand",-36.9530533333,174.4848616667,,,,,,,open,false,,,Morepork,Ninox novaeseelandiae novaeseelandiae,Ruru (Morepork),Aves,413503
22696555,2019/04/19 8:30 PM +1200,2019-04-19,2019-04-19 08:30:00 UTC,Auckland,750368,obscurus,"",2019-04-19 08:32:40 UTC,2024-07-28 13:51:29 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/22696555,,https://static.inaturalist.org/sounds/35064.m4a?1648752494,"",,1,0,false,,"North Shore, Hauraki, Auckland, New Zealand",-36.8002142749,174.7272861454,206,,,,206,,open,false,,,Morepork,Ninox novaeseelandiae novaeseelandiae,Ruru (Morepork),Aves,413503
24147514,2019/04/29 10:30 PM +1200,2019-04-29,2019-04-29 10:30:00 UTC,Auckland,58314,jacqui-nz,Jacqui Geux,2019-04-30 04:54:42 UTC,2024-08-06 04:35:22 UTC,research,CC-BY,https://www.inaturalist.org/observations/24147514,,https://static.inaturalist.org/sounds/36752.mp3?1556599969,"",Regularly heard at night in a residential garden near native bush.,2,0,false,,"Swanson, Auckland, New Zealand",-36.8642657983,174.5679599318,73,,,,73,,open,false,,,Morepork,Ninox novaeseelandiae novaeseelandiae,Ruru (Morepork),Aves,413503
24429375,2019/05/03 6:13 PM NZST,2019-05-03,2019-05-03 06:13:00 UTC,Auckland,765381,donnacha,Donnacha Ó Súilleabháin,2019-05-03 09:25:24 UTC,2024-08-10 19:21:18 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/24429375,,https://static.inaturalist.org/sounds/37369.wav?1556874826,"",,1,0,false,,"Maraetotara, New Zealand",-37.9758047861,177.0230097471,354,,,,354,,open,false,,,Morepork,Ninox novaeseelandiae novaeseelandiae,Ruru (Morepork),Aves,413503
24429376,2019/05/03 6:23 PM NZST,2019-05-03,2019-05-03 06:23:00 UTC,Auckland,765381,donnacha,Donnacha Ó Súilleabháin,2019-05-03 09:25:24 UTC,2024-07-26 12:24:41 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/24429376,,https://static.inaturalist.org/sounds/37370.wav?1556874828,"",,1,0,false,,"Maraetotara, New Zealand",-37.97669556,177.0240683251,232,,,,232,,open,false,,,Morepork,Ninox novaeseelandiae novaeseelandiae,Ruru (Morepork),Aves,413503
24923174,2019/05/11 8:19 PM +1200,2019-05-11,2019-05-11 08:19:00 UTC,Auckland,1740415,shannonlittleton,Shannon Littleton,2019-05-11 08:24:48 UTC,2024-08-07 16:08:15 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/24923174,,https://static.inaturalist.org/sounds/38413.m4a?1557562814,"","Not 100% sure if it is a kiwi, but there is two different calls. Please excuse the harmonica ",3,1,false,,"Kamo, Whangarei, New Zealand",-35.6844806413,174.3125361107,15,,,,15,,open,false,,,Morepork,Ninox novaeseelandiae novaeseelandiae,Ruru (Morepork),Aves,413503
25255458,2019/05/17 9:47 PM NZST,2019-05-17,2019-05-17 09:47:00 UTC,Auckland,765381,donnacha,Donnacha Ó Súilleabháin,2019-05-17 11:02:37 UTC,2024-11-02 12:36:52 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/25255458,https://inaturalist-open-data.s3.amazonaws.com/photos/39098728/medium.jpg,https://static.inaturalist.org/sounds/38989.mp3?1558091494,"","",1,0,false,,"Maraetotara, New Zealand",-37.97214451,177.02545166,,,,,,,open,false,,,Morepork,Ninox novaeseelandiae novaeseelandiae,Ruru (Morepork),Aves,413503
26480411,2019/06/05 10:43 PM NZST,2019-06-05,2019-06-05 10:43:00 UTC,Auckland,58314,jacqui-nz,Jacqui Geux,2019-06-06 05:57:37 UTC,2024-10-25 12:25:51 UTC,research,CC-BY,https://www.inaturalist.org/observations/26480411,https://inaturalist-open-data.s3.amazonaws.com/photos/41124087/medium.jpeg,https://static.inaturalist.org/sounds/40685.mp3?1559800581,"","Bird in a mature kanuka between two houses. Short video in the video link field. Audio file of cree or quee call. Light source, headlamp.",2,0,false,,"Laingholm, Auckland 0604, New Zealand",-36.9643698018,174.6278700117,4,,,,4,,open,false,,,Morepork,Ninox novaeseelandiae novaeseelandiae,Ruru (Morepork),Aves,413503
29694752,2019/07/27 7:30 PM NZST,2019-07-27,2019-07-27 07:30:00 UTC,Wellington,359014,bylsand,Brett Sandford,2019-07-28 08:29:37 UTC,2024-07-29 14:21:53 UTC,research,CC-BY,https://www.inaturalist.org/observations/29694752,,https://static.inaturalist.org/sounds/44575.m4a?1564301910,"","At times there were up to maybe half a dozen birds calling at the same time, although the recording only picks up 2 or 3.",1,0,false,,"Denniston 7891, New Zealand",-41.7772847884,171.7920835748,31,,,,31,,open,false,,,Morepork,Ninox novaeseelandiae novaeseelandiae,Ruru (Morepork),Aves,413503
29694873,2019/07/27 8:20 PM NZST,2019-07-27,2019-07-27 08:20:00 UTC,Auckland,58340,joepb,Joe Potter Butler,2019-07-28 08:34:05 UTC,2024-10-28 12:39:36 UTC,research,CC-BY,https://www.inaturalist.org/observations/29694873,,https://static.inaturalist.org/sounds/44579.mp3?1564302167,"",Hear at Benmore Hut.,2,0,false,,"Snowdon 7572, New Zealand",-43.368912964,171.756598369,8,,,,8,,open,false,,,Morepork,Ninox novaeseelandiae novaeseelandiae,Ruru (Morepork),Aves,413503
33055189,2019/09/17 9:04 PM +1200,2019-09-17,2019-09-17 09:04:00 UTC,Wellington,16490,tony_wills,Tony Wills,2019-09-20 09:58:32 UTC,2024-10-28 16:30:38 UTC,research,CC-BY,https://www.inaturalist.org/observations/33055189,,https://static.inaturalist.org/sounds/47263.wav?1568973459,"",,1,0,false,,"Karori, Wellington 6012, New Zealand",-41.2837551,174.7408745,1500,,,,1500,,open,false,,,Morepork,Ninox novaeseelandiae novaeseelandiae,Ruru (Morepork),Aves,413503
33103348,2019/09/19 8:50 PM +1200,2019-09-19,2019-09-19 08:50:00 UTC,Wellington,1212216,ryvesie,Joanne Ryves,2019-09-21 00:20:16 UTC,2024-08-04 19:22:36 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/33103348,,https://static.inaturalist.org/sounds/47292.mp3?1569025011,Lower woodland,Ruru (and pool). Heard at least two owls that night.,2,0,false,,"North Shore, Hauraki, Auckland, New Zealand",-36.793679652,174.7326417374,31,,,,31,,open,false,,,Morepork,Ninox novaeseelandiae novaeseelandiae,Ruru (Morepork),Aves,413503
33181949,2019/09/19 8:52 PM NZST,2019-09-19,2019-09-19 08:52:00 UTC,Wellington,1212216,ryvesie,Joanne Ryves,2019-09-22 09:04:29 UTC,2024-07-26 12:28:02 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/33181949,,https://static.inaturalist.org/sounds/47356.mp3?1569142547,"","I think this is a ruru, because I heard it just before this. However, its like a throaty grunt - continuous - and I wondered if it might be having... relations. First 20 seconds are the clearest, but it continued on until beyond the end of the recording.",2,0,false,,"Hillcrest, Auckland, New Zealand",-36.7941779646,174.7316332268,44,,,,44,,open,false,,,Morepork,Ninox novaeseelandiae novaeseelandiae,Ruru (Morepork),Aves,413503
